# CMUdict-derived US English IPA. Source: cmusphinx/cmudict (BSD-2-Clause,
# Copyright (C) 1993-2015 Carnegie Mellon University). See THIRD_PARTY_NOTICES.md.
# Format: word<TAB>ipa1;ipa2;...   Generated by tools/make_ipa_dict.py — do not edit by hand.
a	ə;ˈeɪ
jenkins	ˈdʒeŋkənz;ˈdʒeŋkɪnz
jenkinson	ˈdʒeŋkɪnsən
jenks	ˈdʒeŋks
jenn	ˈdʒen
jenn's	ˈdʒenz
jenna	ˈdʒenə
jenne	ˈdʒen
jenner	ˈdʒenər
jenness	ˈdʒenɪs
jennett	ˈdʒenɪt
jennette	ʒɪˈnet
jennewein	ˈdʒenuˌaɪn
jenney	ˈdʒeni
jenni	ˈdʒeni
jennie	ˈdʒeni
jennifer	ˈdʒenəfər
jennifer's	ˈdʒenəfərz
jenning	ˈdʒenɪŋ
jenninger	ˈdʒenɪŋər
jennings	ˈdʒenɪŋz
jennison	ˈdʒenɪsən
jenny	ˈdʒeni
jenny's	ˈdʒeniz
jenrette	ˌdʒenˈret
jenrette's	dʒenˈrets
jens	ˈdʒenz
jensen	ˈdʒensən
jenson	ˈdʒensən
jenssen	ˈdʒensən
jent	ˈdʒent
jentsch	ˈdʒentʃ
jentz	ˈdʒents
jeong	ˈdʒeŋ
jeopardize	ˈdʒepərˌdaɪz
jeopardized	ˈdʒepərˌdaɪzd
jeopardizes	ˈdʒepərˌdaɪzɪz
jeopardizing	ˈdʒepərˌdaɪzɪŋ
jeopardy	ˈdʒepərdi
jeppesen	ˈdʒepizən
jeppson	ˈdʒepsən
jepsen	ˈdʒepsən
jepson	ˈdʒepsən
jepson's	ˈdʒepsənz
jerabek	ˈdʒerəbɪk
jerald	ˈdʒerəld
jerboas	dʒərˈboʊəz
jerde	ˈdʒɜːrd
jerden	ˈdʒɜːrdən
jere	ˈdʒeri
jereb	ˈdʒerɪb
jereissati	dʒeˌreɪˈsɑːti
jerel	ˈdʒerəl
jereld	ˈdʒerɪld
jeremia	jeˈriːmiə
jeremiad	ˌdʒerəˈmaɪəd
jeremiah	ˌdʒerəˈmaɪə
jeremy	ˈdʒerəˌmiː
jeremy's	ˈdʒerəˌmiːz
jerez	jeˈrez
jergens	ˈdʒɜːrɡənz
jergenson	ˈdʒɜːrɡɪnsən
jerger	ˈdʒɜːrɡər
jeri	ˈdʒeri
jericho	ˈdʒerɪˌkoʊ
jerk	ˈdʒɜːrk
jerk-off	ˌdʒɜːrˈkɔːf
jerked	ˈdʒɜːrkt
jerking	ˈdʒɜːrkɪŋ
jerkins	ˈdʒɜːrkɪnz
jerks	ˈdʒɜːrks
jerky	ˈdʒɜːrki
jermaine	dʒərˈmeɪn
jerman	ˈdʒɜːrmən
jermyn	ˈdʒɜːrmɪn
jernberg	ˈdʒɜːrnbərɡ
jernigan	ˈdʒɜːrnɪɡæn
jeroboam	ˌdʒerəˈboʊəm
jerod	ˈdʒerəd
jerold	ˈdʒeroʊld
jerome	dʒərˈoʊm
jerr	ˈdʒɜːr
jerrell	jeˈreɪl;ˈdʒerəl
jerri	ˈdʒeri
jerrico	ˈdʒerɪˌkoʊ
jerrie	ˈdʒeri
jerris	ˈdʒɜːrrəs
jerritts	ˈdʒerɪts
jerrold	ˈdʒerəld
jerrome	jeˈroʊmeɪ;dʒəˈroʊm
jerry	ˈdʒeri
jerry's	ˈdʒeriz
jersey	ˈdʒɜːrzi
jersey's	ˈdʒɜːrziz
jerseys	ˈdʒɜːrziz
jersian	ˈdʒɜːrziən
jersians	ˈdʒɜːrziənz
jerusalem	dʒərˈuːsələm
jerusalem's	dʒərˈuːsələmz
jerusha	ˈdʒerəʃə
jervis	ˈdʒɜːrvɪs
jerzak	ˈjɜːrzək
jerzy	ˈdʒɜːrzi
jeschke	ˈdʒeʃk
jeske	ˈdʒesk
jesmer	ˈdʒesəmər
jesper	ˈdʒespər
jespersen	ˈdʒespərsən
jesperson	ˈdʒespərsən
jess	ˈdʒes
jessalynn	ˈdʒesəlɪn
jessamine	ˈdʒesəmɪn
jessamyn	ˈdʒesəmɪn
jesse	ˈdʒesi
jesse's	ˈdʒesiz
jessee	ˌdʒeˈsiː
jesselson	ˈdʒesəlsən
jessen	ˈdʒesən
jesser	ˈdʒesər
jessica	ˈdʒesɪkə
jessica's	ˈdʒesɪkəz
jessie	ˈdʒesi
jesson	ˈdʒesən
jessop	ˈdʒesəp
jessup	ˈdʒeˌsʌp
jessy	ˈdʒesi
jessye	ˈdʒesi
jest	ˈdʒest
jester	ˈdʒestər
jester's	ˈdʒestərz
jesters	ˈdʒestərz
jests	ˈdʒests
jesudason	ˌdʒeˈsuːdəsən
jesuit	ˈdʒeʒuɪt
jesuits	ˈdʒeʒuɪts
jesup	ˈdʒesəp
jesus	ˈdʒiːzəs
jesus'	ˈdʒiːzəs
jesus's	ˈdʒiːzəsɪz
jet	ˈdʒet
jet's	ˈdʒets
jetborne	ˈdʒetˌbɔːrn
jeter	ˈdʒiːtər
jethro	ˈdʒeθroʊ
jetliner	ˈdʒeˌtlaɪnər
jetliner's	ˈdʒeˌtlaɪnərz
jetliners	ˈdʒeˌtlaɪnərz
jetro	ˈdʒetroʊ
jets	ˈdʒets
jets'	ˈdʒets
jetson	ˈdʒetsən
jetsons	ˈdʒetsənz
jetstream	ˈdʒetˌstriːm
jetstream's	ˈdʒetˌstriːmz
jetstreams	ˈdʒetˌstriːmz
jett	ˈdʒet
jett's	ˈdʒets
jetta	ˈdʒetə
jette	ˈdʒet
jetted	ˈdʒetɪd
jetter	ˈdʒetər
jetting	ˈdʒetɪŋ
jettison	ˈdʒetɪsən
jettisoned	ˈdʒetɪsənd
jettisoning	ˈdʒetəsənɪŋ
jetton	ˈdʒetən
jetty	ˈdʒeti
jeumont	ˈdʒuːˌmɑːnt
jew	ˈdʒuː
jewel	ˈdʒuːəl;ˈdʒuːl
jewelcor	ˈdʒuːəlkɔːr
jeweler	ˈdʒuːələr;ˈdʒuːlər
jeweler's	ˈdʒuːələrz;ˈdʒuːlərz
jewelers	ˈdʒuːələrz;ˈdʒuːlərz
jewell	ˈdʒuːɪl
jewellers	ˈdʒuːələrz;ˈdʒuːlərz
jewelmaster	ˈdʒuːəlˌmæstər;ˈdʒuːlˌmæstər
jewelmasters	ˈdʒuːəlˌmæstərz
jewelry	ˈdʒuːəlri;ˈdʒuːlri;ˈdʒuːləri
jewels	ˈdʒuːəlz;ˈdʒuːlz
jewelsburg	ˈdʒuːəlzbərɡ;ˈdʒuːlzbərɡ
jewess	ˈdʒuːəs
jewett	ˈdʒuːɪt
jewfish	ˈdʒuːˌfɪʃ
jewfishes	ˈdʒuːˌfɪʃɪz
jewish	ˈdʒuːɪʃ
jewishness	ˈdʒuːɪʃnəs
jewitt	ˈdʒuːɪt
jewkes	ˈdʒuːks
jewry	ˈdʒuːri
jews	ˈdʒuːz
jews'	ˈdʒuːz
jex	ˈdʒeks
jeyaretnam	ˌdʒeɪərˈetnəm
jezek	ˈjezek
jezewski	jɪˈzefski
jezierski	jɪˈzɪrski
jeziorski	jɪziˈɔːrski
jfet	dʒˈfet
jfk	ˌdʒiːˌefˈkeɪ
jha	ˈdʒɑː
jheel	ˈdʒiːl
jheryl	ˈdʒerəl
jhirmack	ˈdʒɜːrmæk
ji	ˈdʒiː
jia	ˈdʒiːə
jian	ˈdʒiːən
jiang	ˈdʒɑːŋ;dʒiˈɑːŋ
jiang's	dʒiˈɑːŋz
jiangsu	ˈdʒjɑːŋsu
jiar	dʒiˈɑːr
jiawen	ˌdʒiːˈwen
jib	ˈdʒɪb
jibe	ˈdʒaɪb
jibes	ˈdʒaɪbz
jicha	ˈdʒɪtʃə
jie	ˈdʒiː
jif	ˈdʒɪf
jifeng	ˌdʒiːˈfeŋ
jiffi-snak	ˈdʒɪfiˌsnæk
jiffy	ˈdʒɪfi
jig	ˈdʒɪɡ
jiggetts	ˈdʒɪɡɪts
jiggle	ˈdʒɪɡəl
jiggling	ˈdʒɪɡəlɪŋ;ˈdʒɪɡlɪŋ
jigs	ˈdʒɪɡz
jigsaw	ˈdʒɪɡˌsɔː
jihad	ˈdʒiːhæd;ˈdʒiːhɑːd
jihadi	dʒiˈhɑːˌdiː
jihadist	dʒiˈhɑːˌdɪst
jihadists	dʒiˈhɑːˌdɪsts
jil	ˈdʒɪl
jilek	ˈdʒɪlɪk
jiles	ˈdʒaɪlz
jill	ˈdʒɪl
jillian	ˈdʒɪliən;ˈdʒɪljən
jillion	ˈdʒɪljən
jillions	ˈdʒɪljənz
jillson	ˈdʒɪlsən
jilt	ˈdʒɪlt
jilted	ˈdʒɪltɪd
jim	ˈdʒɪm
jim's	ˈdʒɪmz
jima	ˈdʒiːmə
jimbo's	ˈdʒɪmboʊz
jimena	ˈdʒɪmənə
jimenez	ˌhɪˈmeˌnez
jimerson	ˈdʒɪmərsən
jimi	ˈdʒɪmi
jiminez	hɪˈmeˌnez
jimison	ˈdʒɪmɪsən
jimmerson	ˈdʒɪmərsən
jimmie	ˈdʒɪmi
jimmied	ˈdʒɪmid
jimmy	ˈdʒɪmi
jimmy's	ˈdʒɪmiz
jin	ˈdʒɪn
jindo	ˈdʒɪndoʊ
jindra	ˈdʒɪndrə
jines	ˈdʒaɪnz
jing	ˈdʒɪŋ
jingle	ˈdʒɪŋɡəl
jingles	ˈdʒɪŋɡəlz
jingoism	ˈdʒɪŋˌɡoʊɪzəm
jingoistic	dʒɪŋɡoʊˈɪstɪk
jingsheng	ˈdʒɪŋʃeŋ
jink	ˈdʒɪŋk
jinkins	ˈdʒɪŋkɪnz
jinks	ˈdʒɪŋks
jinright	ˈdʒɪnˌraɪt
jinx	ˈdʒɪŋks
jipson	ˈdʒɪpsən
jirak	ˈdʒɪræk
jirga	ˈdʒɜːrɡə
jiri	ˈdʒɪri
jirik	ˈdʒɪrɪk
jiron	dʒɪˈrɔːn
jirsa	ˈdʒɪrsə
jitney	ˈdʒɪtni
jitterbug	ˈdʒɪtərˌbʌɡ
jitterbugging	ˈdʒɪtərˌbʌɡɪŋ
jitters	ˈdʒɪtərz
jittery	ˈdʒɪtəri
jive	ˈdʒaɪv
jividen	jiˈvaɪdən
jiving	ˈdʒaɪvɪŋ
jna	ˌdʒeɪˌeˈneɪ
jo	ˈdʒoʊ
joachim	ˌjoʊˈɑːkɪm;ˌwɑːˈkiːm
joachim's	ˌjoʊˈɑːkɪmz;ˌwɑːˈkiːmz
joachims	ˌjoʊˈɑːkɪmz;ˌwɑːˈkiːmz
joakima	ˌdʒoʊˈkiːmə;ˌwɑːˈkiːmə
joan	ˈdʒoʊn
joanie	ˈdʒoʊˌniː
joann	ˌdʒoʊˈæn
joanna	dʒoʊˈænə
joanne	ˌdʒoʊˈæn
joanou	ˈdʒoʊˌnuː
joao	ˈdʒoʊoʊ
joaquim	ˌwɑːˈkiːm
joaquin	ˌwɑːˈkiːn
job	ˈdʒɑːb;ˈdʒoʊb
job's	ˈdʒɑːbz;ˈdʒoʊbz
jobber	ˈdʒɑːbər
jobbers	ˈdʒɑːbərz
jobe	ˈdʒoʊb
jobes	ˈdʒoʊbz
jobete	dʒoʊˈbiːt
jobin	ˈdʒoʊbɪn
jobina	joʊˈbiːnə
jobless	ˈdʒɑːbləs
joblessness	ˈdʒɑːbləsnəs
jobs	ˈdʒɑːbz
jobs'	ˈdʒɑːbz
jobs's	ˈdʒɑːbzɪz
jobson	ˈdʒɑːbsən
jobst	ˈdʒɑːbst
jobyna	jəˈbiːnə
jocelin	ˈdʒɔːˌslɪn
joceline	ˈdʒɔːˌslɪn
jocelyn	ˈdʒɔːˌslɪn
jocelyne	ˈdʒɔːˌslɪn
jochem	ˈdʒɑːkɪm
jochen	ˈdʒoʊkən
jochim	ˈdʒɑːkɪm
jochum	ˈdʒɑːkəm
jock	ˈdʒɑːk
jockey	ˈdʒɑːki
jockeying	ˈdʒɑːkiɪŋ
jockeys	ˈdʒɑːkiz
jocks	ˈdʒɑːks
jocosa	joʊˈkoʊsə
jocose	ˌdʒɔːˈkoʊz
jocular	ˈdʒɑːkjələr
jocylan	ˈdʒɔːslən
jocylan's	ˈdʒɔːslənz
jodhpur	ˈdʒɔːdpər
jodi	ˈdʒoʊdi
jodie	ˈdʒoʊdi
jodoin	ʒəˈdɔɪn
jody	ˈdʒoʊdi
joe	ˈdʒoʊ
joe's	ˈdʒoʊz
joedicke	ˈdʒoʊdɪk
joel	ˈdʒoʊəl
joel's	ˈdʒoʊəlz
joelle	dʒoʊˈel
joelson	ˈdʒoʊlsən
joens	ˈdʒoʊnz
joerg	ˈdʒɔːrɡ
joerger	ˈjɜːrɡər
joers	ˈdʒoʊərz
joes	ˈdʒoʊz
joette	ʒoʊˈet;dʒoʊˈet
joey	ˈdʒoʊi
joey's	ˈdʒoʊiz
joffe	ˈdʒɑːf
joffrey	ˈdʒɔːfri
joffrion	joʊfriˈɔːn
jog	ˈdʒɑːɡ
jogged	ˈdʒɑːɡd
jogger	ˈdʒɑːɡər
joggers	ˈdʒɑːɡərz
jogging	ˈdʒɑːɡɪŋ;ˈdʒɔːɡɪŋ
jogs	ˈdʒɑːɡz
joh	ˈdʒoʊ
johan	joʊˈhɑːn
johann	ˈjoʊhɑːn
johanna	dʒəˈhænə
johannes	dʒoʊˈhænəs
johannesburg	ˌdʒoʊˈhænɪsbərɡ
johannesburg's	ˌdʒoʊˈhænɪsbərɡz
johannesen	ˌdʒoʊˈhænɪsən
johannessen	ˌdʒoʊˈhænɪsən
johanning	ˌjoʊˈhænɪŋ;ˌdʒoʊˈhænɪŋ
johanns	ˈjoʊhɑːnz
johannsen	ˌdʒoʊˈhænsən
johansen	ˌdʒoʊˈhænsən
johanson	ˌdʒoʊˈhænsən
johansson	ˌjoʊˈhɑːnsən;ˌdʒoʊˈhɑːnsən
john	ˈdʒɑːn
john's	ˈdʒɑːnz
johnathan	ˈdʒɑːnəθən
johnathan's	ˈdʒɑːnəθənz
johnathon	ˈdʒɑːnəθən
johnathon's	ˈdʒɑːnəθənz
johndrow	ˈdʒɑːndroʊ
johnie	ˈdʒɑːni
johnnie	ˈdʒɑːni
johnnie's	ˈdʒɑːniz
johnny	ˈdʒɑːni
johnny's	ˈdʒɑːniz
johns	ˈdʒɑːnz
johns's	ˈdʒɑːnzɪz
johnsen	ˈdʒɑːnsən
johnsen's	ˈdʒɑːnsənz
johnsey	ˈdʒɑːnzi
johnson	ˈdʒɑːnsən
johnson's	ˈdʒɑːnsənz
johnsons	ˈdʒɑːnsənz
johnsrud	ˈdʒɑːnsrəd
johnston	ˈdʒɑːnstən
johnston's	ˈdʒɑːnstənz
johnstone	ˈdʒɑːnˌstoʊn
johnstown	ˈdʒɑːnzˌtaʊn
johnstown's	ˈdʒɑːnzˌtaʊnz
johnta	ˈdʒɑːntə
johny	ˈdʒɑːni
johson	ˈdʒɑːsən
joice	ˈdʒɔɪs
joie	ʒˈwɑː
join	ˈdʒɔɪn
joined	ˈdʒɔɪnd
joiner	ˈdʒɔɪnər
joinery	ˈdʒɔɪnəri
joines	ˈdʒɔɪnz
joining	ˈdʒɔɪnɪŋ
joins	ˈdʒɔɪnz
joint	ˈdʒɔɪnt
jointed	ˈdʒɔɪntəd;ˈdʒɔɪntɪd;ˈdʒɔɪnɪd
jointly	ˈdʒɔɪntli
jointness	ˈdʒɔɪntnəs
joints	ˈdʒɔɪnts
joist	ˈdʒɔɪst
joists	ˈdʒɔɪsts
jojoba	hoʊˈhoʊbə
jojola	joʊˈjoʊlə
joke	ˈdʒoʊk
jokebook	ˈdʒoʊkˌbʊk
jokebooks	ˈdʒoʊkˌbʊks
joked	ˈdʒoʊkt
jokela	ˈdʒɑːkɪlə
joker	ˈdʒoʊkər
jokers	ˈdʒoʊkərz
jokerst	ˈdʒɑːkərst
jokes	ˈdʒoʊks
jokester	ˈdʒoʊkstər
jokhang	ˈdʒɑːkhæŋ
joki	ˈdʒoʊki
jokinen	dʒəˈkɪnən
joking	ˈdʒoʊkɪŋ
jokingly	ˈdʒoʊkɪŋli
jolene	dʒoʊˈliːn
joles	ˈdʒoʊlz
joletta	dʒoʊˈletə
jolette	ˌdʒoʊˈlet
jolicoeur	ˈʒɑːlɪkər
jolie	ˌdʒoʊˈliː
joliet	ˈdʒoʊliˌet
jolin	ˈdʒoʊlɪn
jolivette	ˈʒɑːlɪvet
jolla	ˈhɔɪjə;ˈdʒoʊlə
jolley	ˈdʒɑːli
jollie	ˈdʒɑːli
jollier	ˈdʒɑːliər
jollies	ˈdʒɑːliz
jolliest	ˈdʒɑːliəst
jolliff	ˈdʒɑːlɪf
jolliffe	ˈdʒɑːlɪf
jolly	ˈdʒɑːli
jollying	ˈdʒɑːliɪŋ
jolson	ˈdʒoʊlsən
jolt	ˈdʒoʊlt
jolted	ˈdʒoʊltɪd
jolting	ˈdʒoʊltɪŋ
jolts	ˈdʒoʊlts
joly	ˈdʒoʊli
jon	ˈdʒɑːn
jon's	ˈdʒɑːnz
jonah	ˈdʒoʊnə
jonas	ˈdʒoʊnəs
jonassaint	ˌdʒoʊnəˈseɪnt
jonassaint's	ˌdʒoʊnəˈseɪnts
jonassen	ˈdʒɑːnəsən
jonathan	ˈdʒɑːnəθən
jonathan's	ˈdʒɑːnəθənz
jonathon	ˈdʒɑːnəθən
jonbenet	ˌdʒɔːnbəˈneɪ
jonbenet's	ˌdʒɔːnbəˈneɪs
joncas	ˈdʒɑːŋkəz
jone	ˈdʒoʊn
jones	ˈdʒoʊnz
jones'	ˈdʒoʊnz
jones's	ˈdʒoʊnzɪz
jonesboro	ˈdʒoʊnzbəroʊ
joneses	ˈdʒoʊnzɪz
jonestown	ˈdʒoʊnztaʊn
jong	ˈdʒɔːŋ
joni	ˈdʒoʊni
jonker	ˈdʒɑːŋkər
jonn	ˈdʒɑːn
jonothan	ˈdʒɑːnəθən
jonsman	ˈdʒɑːnzmən
jonson	ˈdʒɑːnsən
jonsson	ˈdʒɑːnsən
joo	ˈdʒuː
joon	ˈdʒuːn
joong	ˈdʒʊŋ
joos	ˈdʒuːz
joost	ˈdʒuːst
joosten	ˈjuːsən
joplin	ˈdʒɑːplɪn
jopling	ˈdʒoʊpəlɪŋ;ˈdʒoʊplɪŋ
jopp	ˈdʒɑːp
jordache	ˈdʒɔːrˌdæʃ
jordahl	ˈdʒɔːrdɑːl
jordan	ˈdʒɔːrdən
jordan's	ˈdʒɔːrdənz
jordana	jɔːrˈdænə
jordanian	ˌdʒɔːrˈdeɪniən
jordanians	dʒɔːrˈdeɪniənz
jordans	ˈdʒɔːrdənz
jorde	ˈdʒɔːrd
jorden	ˈdʒɔːrdən
jordi	ˈdʒɔːrdi
jordie	ˈdʒɔːrdi
jordon	ˈdʒɔːrdən
jordy	ˈdʒɔːrdi
jorge	ˈhɔːrheɪ
jorgensen	ˈdʒɔːrɡɪnsən
jorgenson	ˈdʒɔːrɡɪnsən
jorio	ˈdʒɔːrioʊ
jornal	ˈdʒɔːrnəl
jorstad	ˈdʒɔːrstəd
jory	ˈdʒɔːri
jos	ˈdʒoʊz
josceline	ˈdʒɑːsɪˌlaɪn
joscelyn	ˈdʒɑːsɪlɪn
joscelyne	ˈdʒɑːsɪˌlaɪn
jose	ˌhoʊˈzeɪ
jose's	ˌhoʊˈzeɪz
josef	ˈdʒoʊsəf
josefina	joʊsɪˈfiːnə;dʒoʊzəˈfiːnə
joseph	ˈdʒoʊsəf;ˈdʒoʊzəf
joseph's	ˈdʒoʊzəfs
josepha	dʒoʊˈsefə
josephina	dʒɑːsɪˈfaɪnə;dʒoʊzəˈfiːnə
josephine	ˈdʒoʊsəˌfiːn
josephine's	ˈdʒoʊsəˌfiːnz
josephs	ˈdʒoʊsɪfs;ˈdʒoʊzɪfs
josephson	ˈdʒoʊsəfsən
josephthal	ˈdʒoʊsəfˌθɔːl
josephus	dʒoʊˈsiːfəs
joser	ˈdʒoʊzər
joser's	ˈdʒoʊzərz
josette	ʒəˈset
josey	ˈdʒoʊzi
josh	ˈdʒɑːʃ
joshi	ˈdʒoʊʃi
joshua	ˈdʒɑːˌʃuːə
joshua's	ˈdʒɑːʃuəz
josiah	dʒoʊˈsaɪə
josie	ˈdʒoʊzi
joske's	ˈdʒɔːskiz
josleyn	ˈdʒɑːˌslɪn
joslin	ˈdʒɑːslɪn
joslyn	ˈdʒɔːslɪn
jospin	ˈdʒɑːspɪn
joss	ˈdʒɔːs
josselyn	ˈdʒɑːsɪlɪn
jost	ˈdʒɑːst
josten	ˈdʒɑːsən
jostens	ˈdʒɔːstənz
jostes	ˈdʒoʊsts
jostle	ˈdʒɑːsəl
jostled	ˈdʒɑːsəld
jostling	ˈdʒɑːsəlɪŋ;ˈdʒɑːslɪŋ
joswick	ˈdʒɑːswɪk
jot	ˈdʒɑːt
jotted	ˈdʒɑːtɪd
joubert	ˈjaʊbərt
jouett	ˈdʒɑːut
joule	ˈdʒuːl
joules	ˈdʒuːlz
joulwan	ˈdʒuːlwɑːn;ˈdʒuːlhwɑːn
jour	ˈdʒuːr
jourdan	ʒʊrˈdæn
jouret	ʒwɑːˈreɪ;dʒərˈet
jouret's	ʒwɑːˈreɪz;dʒərˈets
journal	ˈdʒɜːrnəl
journal's	ˈdʒɜːrnəlz
journalese	ˌdʒɜːrnəˈliːz
journalism	ˈdʒɜːrnəˌlɪzəm
journalism's	ˈdʒɜːrnəˌlɪzəmz
journalist	ˈdʒɜːrnələst;ˈdʒɜːrnəlɪst
journalist's	ˈdʒɜːrnəlɪsts
journalistic	ˌdʒɜːrnəˈlɪstɪk
journalistically	ˌdʒɜːrnəˈlɪstɪkəli;ˌdʒɜːrnəˈlɪstɪkli
journalists	ˈdʒɜːrnələsts;ˈdʒɜːrnəlɪsts
journalists'	ˈdʒɜːrnəlɪsts
journals	ˈdʒɜːrnəlz
journey	ˈdʒɜːrni
journeyed	ˈdʒɜːrnid
journeying	ˈdʒɜːrniɪŋ
journeyman	ˈdʒɜːrniˌmæn
journeyman's	ˈdʒɜːrnimənz
journeys	ˈdʒɜːrniz
joust	ˈdʒaʊst
jousting	ˈdʒaʊstɪŋ
jovan	ˈdʒoʊvən
jovanovic	jəvəˈnɑːvɪk
jovanovich	dʒoʊˈvænəvɪtʃ
jovi	ˈdʒoʊvi
jovial	ˈdʒoʊviəl
jovian	ˈdʒoʊviən
jovita	jəˈvaɪtə
jovito	dʒoʊˈviːtoʊ
jowers	ˈdʒaʊərz
jowett	ˈdʒaʊɪt
jowl	ˈdʒaʊl
jowley	ˈdʒoʊli
jowls	ˈdʒaʊlz
jowly	ˈdʒaʊli
joy	ˈdʒɔɪ
joy's	ˈdʒɔɪz
joy-thrill	ˈdʒɔɪˌθrɪl
joyal	ˈdʒɔɪəl
joyce	ˈdʒɔɪs
joyce's	ˈdʒɔɪsɪz
joycelyn	ˈdʒɔɪˌslɪn
joycelyn's	ˈdʒɔɪˌslɪnz
joye	ˈdʒɔɪ
joyful	ˈdʒɔɪfəl
joyfully	ˈdʒɔɪfəli
joying	ˈdʒɔɪɪŋ
joyner	ˈdʒɔɪnər
joynes	ˈdʒɔɪnz
joynt	ˈdʒɔɪnt
joyoni	dʒɔɪˈoʊni
joyous	ˈdʒɔɪəs
joyride	ˈdʒɔɪˌraɪd
joyriding	ˈdʒɔɪˌraɪdɪŋ
joys	ˈdʒɔɪz
joystick	ˈdʒɔɪˌstɪk
jozef	ˈdʒoʊzəf
jozwiak	ˈjɑːzviæk
jr	ˈdʒuːnjər
ju	ˈdʒuː
jua	ˈdʒuːə
juan	ˈwɑːn;ˈhwɑːn
juana	ˈwɑːnə;ˈhwɑːnə
juang	dʒˈwɑːŋ
juanita	wɑːˈniːtə;ˌdʒuːəˈniːtə
juarez	ˈwɑːˌrez;ˈhwɑːˌrez
juarez-espin	ˌwɑːˌreˈzespɪn;ˌhwɑːˌreˈzespɪn
juba	ˈdʒuːbə
jubb	ˈdʒʌb
jubilant	ˈdʒuːbələnt
jubilation	ˌdʒuːbəˈleɪʃən
jubilee	ˈdʒuːbəˌliː;ˌdʒuːbəˈliː
juckett	ˈdʒʌkɪt
judah	ˈdʒuːdə
judaism	ˈdʒuːdeɪˌɪzəm;ˈdʒuːdiˌɪzəm
judaism's	ˈdʒuːdeɪˌɪzəmz;ˈdʒuːdiˌɪzəmz
judas	ˈdʒuːdəs
juday	ˈdʒuːˌdeɪ
judd	ˈdʒʌd
judds	ˈdʒʌdz
jude	ˈdʒuːd
jude's	ˈdʒuːdz
judea	dʒuˈdiːə
judeo	dʒuˈdeɪoʊ
judge	ˈdʒʌdʒ
judge's	ˈdʒʌdʒɪz
judged	ˈdʒʌdʒd
judgement	ˈdʒʌdʒmənt
judgemental	dʒədʒˈmentəl
judgements	ˈdʒʌdʒmənts
judges	ˈdʒʌdʒɪz
judges'	ˈdʒʌdʒɪz
judgeship	ˈdʒʌdʒˌʃɪp
judgeships	ˈdʒʌdʒˌʃɪps
judging	ˈdʒʌdʒɪŋ
judgment	ˈdʒʌdʒmənt
judgmental	dʒədʒˈmentəl;dʒədʒˈmenəl
judgments	ˈdʒʌdʒmənts
judi	ˈdʒuːdi
judicate	ˈdʒuːdɪˌkeɪt
judice	ˈdʒuːdɪs
judicial	dʒuˈdɪʃəl
judicially	dʒuˈdɪʃəli
judiciary	dʒuˈdɪʃiˌeri
judicious	dʒuˈdɪʃəs
judiciously	dʒuˈdɪʃɪsli
judie	ˈdʒʌdi
judishe	ˌdʒuːˈdiːʃ
judith	ˈdʒuːdəθ;ˈdʒuːdɪθ
juditha	dʒuˈdɪθə
judkins	ˈdʒʌdkɪnz
judo	ˈdʒuːˌdoʊ
judsen	ˈdʒʌdsən
judson	ˈdʒʌdsən
judy	ˈdʒuːdi
judy's	ˈdʒuːdiz
jue	ˈdʒuː
juedes	dʒˈwedes;juˈedes
juel	ˈdʒuːl
juenemann	ˈjuːnmən
juenger	ˈjuːŋɡər
juergen	ˈjɜːrɡən;ˈdʒɜːrɡən
juergens	ˈjɜːrɡənz;ˈdʒɜːrɡənz
jueteng	ˈdʒuːˌteŋ
juett	ˈdʒuːt
jug	ˈdʒʌɡ
juge	ˈdʒuːdʒ
juggernaut	ˈdʒʌɡərˌnɔːt
juggle	ˈdʒʌɡəl
juggled	ˈdʒʌɡəld
juggler	ˈdʒʌɡələr;ˈdʒʌɡlər
jugglers	ˈdʒʌɡələrz;ˈdʒʌɡlərz
juggles	ˈdʒʌɡəlz
juggling	ˈdʒʌɡəlɪŋ;ˈdʒʌɡlɪŋ
jugs	ˈdʒʌɡz
jugular	ˈdʒuːɡjələr
juhas	ˈdʒuːəz
juhasz	ˈjʌhəʃ
juhl	ˈdʒʌl
juhlin	ˈdʒuːlɪn
juhnke	ˈdʒʌŋk
juice	ˈdʒuːs
juices	ˈdʒuːsəz;ˈdʒuːsɪz
juicier	dʒuˈɪsjər
juiciest	ˈdʒuːsiəst
juicy	ˈdʒuːsi
juilliard	ˈdʒuːliɑːrd
jujitsu	dʒuˈdʒɪtˌsuː
jujo	ˈdʒuːdʒoʊ
juju	ˈdʒuːdʒu
jujube	ˈdʒuːˌdʒuːb
juke	ˈdʒuːk
jukebox	ˈdʒuːkˌbɑːks
jukeboxes	ˈdʒuːkˌbɑːksɪz
jukes	ˈdʒuːks
juki	ˈdʒuːki
jule	ˈdʒuːl
julep	ˈdʒuːləp
juleps	ˈdʒuːləps
jules	ˈdʒuːlz
juli	ˈdʒuːli
julia	ˈdʒuːljə
julia's	ˈdʒuːljəz
julian	ˈdʒuːliən;ˈdʒuːljən
juliana	ˌdʒuːliˈænə
juliann	ˈdʒuːliæn;ˈdʒuːljən
julianne	ˈdʒuːliˌen
juliano	ˌdʒuːliˈɑːnoʊ
julie	ˈdʒuːli
julie's	ˈdʒuːliz
julien	ˈdʒuːliən
